Year,State,TAVG,TAVG_C,PRCP,Yield_bu_acre
2012,GEORGIA,65.02173913043478,18.345410628019323,42.29627218934911,180.0
2013,GEORGIA,63.241379310344826,17.356321839080458,64.49215686274509,175.0
2014,GEORGIA,62.48181818181818,16.934343434343432,50.67368098159509,170.0
2015,GEORGIA,64.90722891566266,18.28179384203481,60.33596491228071,171.0
2016,GEORGIA,64.94835164835165,18.304639804639805,41.14593406593407,165.0
2017,GEORGIA,64.96923076923076,18.31623931623931,54.10436781609195,176.0
2018,GEORGIA,63.92555555555556,17.736419753086423,65.57035294117648,176.0
2019,GEORGIA,65.06701030927834,18.370561282932414,51.24,160.0
2020,GEORGIA,64.19404761904762,17.885582010582013,66.19604878048781,180.0
2021,GEORGIA,63.68181818181818,17.6010101010101,57.07741626794259,182.0
2022,GEORGIA,63.593023255813954,17.55167958656331,48.9221243523316,175.0
2023,GEORGIA,64.82705882352941,18.23725490196078,53.35297752808989,174.0
2024,GEORGIA,64.90142857142858,18.278571428571436,58.61955974842768,163.0
2000,IDAHO,42.79631901840491,5.997955010224949,24.099875,160.0
2001,IDAHO,43.41988950276243,6.344383057090239,22.102485549132947,150.0
2002,IDAHO,42.422222222222224,5.790123456790124,21.95689655172414,155.0
2003,IDAHO,44.89587628865979,7.164375715922107,25.195542857142858,140.0
2004,IDAHO,43.90816326530612,6.615646258503401,26.24284023668639,175.0
2005,IDAHO,43.27990196078432,6.266612200435734,28.25254545454545,170.0
2006,IDAHO,44.01761904761905,6.676455026455027,30.742316384180796,170.0
2007,IDAHO,44.51683168316831,6.953795379537952,23.707831325301203,170.0
2008,IDAHO,42.522167487684726,5.845648604269292,27.311219512195123,170.0
2009,IDAHO,42.54827586206896,5.860153256704979,26.15779069767442,185.0
2010,IDAHO,43.21733333333333,6.231851851851849,28.879166666666663,190.0
2011,IDAHO,42.14759825327511,5.637554585152841,28.14311827956989,189.0
2012,IDAHO,44.949553571428574,7.194196428571429,30.440159574468087,195.0
2013,IDAHO,43.29315068493151,6.273972602739729,20.86940860215054,181.0
2014,IDAHO,44.2696261682243,6.816458982346833,30.206031746031744,200.0
2015,IDAHO,45.921621621621625,7.734234234234236,25.33293103448276,207.0
2016,IDAHO,44.65650224215246,7.031390134529146,28.161290322580644,188.0
2017,IDAHO,43.7190243902439,6.510569105691057,33.78127167630058,203.0
2018,IDAHO,44.14278846153847,6.745993589743596,25.28619318181818,213.0
2019,IDAHO,42.3800925925926,5.766718106995887,26.86610169491525,205.0
2020,IDAHO,43.86093023255814,6.589405684754522,25.361139896373057,199.0
2021,IDAHO,44.51778846153847,6.95432692307693,24.296296296296298,210.0
2022,IDAHO,42.82142857142857,6.011904761904761,25.205882352941178,216.0
2023,IDAHO,43.61155778894473,6.450865438302627,24.62911602209945,203.0
2024,IDAHO,44.998522167487685,7.221401204159826,25.633922651933705,206.0
2000,ILLINOIS,51.71834862385321,10.954638124362894,39.519174757281554,151.0
2001,ILLINOIS,52.70614035087719,11.503411306042885,39.14315068493151,152.0
2002,ILLINOIS,52.69016393442623,11.494535519125684,37.9385462555066,135.0
2003,ILLINOIS,51.24128440366973,10.689602446483185,36.96439252336449,164.0
2004,ILLINOIS,52.15877192982457,11.199317738791427,39.18832558139535,180.0
2005,ILLINOIS,53.35652173913044,11.864734299516913,31.0056862745098,143.0
2006,ILLINOIS,53.604032258064514,12.002240143369173,40.15022123893806,163.0
2007,ILLINOIS,53.33706896551725,11.853927203065137,37.272295081967215,175.0
2008,ILLINOIS,50.23238095238095,10.129100529100528,49.52638376383764,179.0
2009,ILLINOIS,50.770796460177,10.42822025565389,50.12201298701299,174.0
2010,ILLINOIS,52.43826086956521,11.354589371980673,40.5057,157.0
2011,ILLINOIS,52.67391304347826,11.485507246376809,44.676494464944646,157.0
2012,ILLINOIS,55.02366412213741,12.790924512298561,29.36416666666667,105.0
2013,ILLINOIS,50.38928571428572,10.216269841269844,41.39190625,178.0
2014,ILLINOIS,48.65929203539823,9.255162241887907,41.15974683544304,200.0
2015,ILLINOIS,51.99279279279279,11.107107107107105,46.93016501650165,175.0
2016,ILLINOIS,53.86116504854369,12.145091693635383,39.58474522292994,197.0
2017,ILLINOIS,53.53055555555556,11.961419753086423,39.29176291793313,201.0
2018,ILLINOIS,51.54385964912281,10.857699805068227,45.82111801242236,210.0
2019,ILLINOIS,51.21057692307692,10.672542735042734,51.13821325648415,181.0
2020,ILLINOIS,52.629,11.460555555555553,41.62283819628647,191.0
2021,ILLINOIS,53.16699029126213,11.759439050701182,39.475,202.0
2022,ILLINOIS,51.23725490196078,10.687363834422657,37.63976623376623,214.0
2023,ILLINOIS,53.775,12.097222222222221,35.70573726541555,206.0
2024,ILLINOIS,54.94444444444444,12.746913580246913,41.40075630252101,217.0
2000,INDIANA,51.32,10.733333333333333,42.8896992481203,146.0
2001,INDIANA,53.15135135135135,11.75075075075075,43.91695035460993,156.0
2002,INDIANA,53.25352112676056,11.8075117370892,42.04148148148148,121.0
2003,INDIANA,51.18125,10.65625,46.762834645669294,146.0
2004,INDIANA,52.297014925373134,11.276119402985074,43.01261538461539,168.0
2005,INDIANA,52.942647058823525,11.634803921568626,41.61834710743801,154.0
2006,INDIANA,53.2955223880597,11.83084577114428,51.40139344262296,157.0
2007,INDIANA,52.92739726027397,11.626331811263318,41.844939759036144,154.0
2008,INDIANA,50.81911764705882,10.455065359477121,50.51185929648241,160.0
2009,INDIANA,50.983783783783785,10.546546546546548,46.36947115384616,171.0
2010,INDIANA,52.42,11.344444444444445,37.74663716814159,157.0
2011,INDIANA,53.06666666666667,11.703703703703704,54.74914798206278,146.0
2012,INDIANA,55.18953488372093,12.883074935400519,34.225443037974685,99.0
2013,INDIANA,51.20921052631579,10.671783625730995,45.61274774774776,177.0
2014,INDIANA,49.66578947368421,9.814327485380115,43.81302325581395,188.0
2015,INDIANA,52.36707317073172,11.31504065040651,47.41700934579439,150.0
2016,INDIANA,54.35131578947368,12.417397660818713,43.78410958904109,173.0
2017,INDIANA,53.845569620253166,12.136427566807315,46.16362068965517,180.0
2018,INDIANA,52.65384615384615,11.474358974358974,49.58451923076923,189.0
2019,INDIANA,52.34868421052632,11.304824561403514,49.95741935483871,169.0
2020,INDIANA,53.41558441558441,11.897546897546896,42.14142276422765,187.0
2021,INDIANA,53.8016129032258,12.11200716845878,46.11435606060606,195.0
2022,INDIANA,52.28382352941177,11.268790849673204,38.90010676156584,190.0
2023,INDIANA,54.32432432432432,12.402402402402402,37.69829710144927,203.0
2024,INDIANA,55.10422535211268,12.83568075117371,43.69814814814815,198.0
2000,IOWA,48.76039603960396,9.311331133113312,30.28954545454545,144.0
2001,IOWA,49.149,9.527222222222223,34.82071895424836,146.0
2002,IOWA,49.29333333333334,9.60740740740741,29.61196319018405,163.0
2003,IOWA,48.05490196078432,8.91938997821351,28.90751515151515,157.0
2004,IOWA,48.63076923076923,9.23931623931624,35.44803571428572,181.0
2005,IOWA,49.7688679245283,9.871593291404613,30.156687116564417,173.0
2006,IOWA,50.56140350877193,10.31189083820663,32.74717791411043,166.0
2007,IOWA,49.02905982905983,9.46058879392213,42.49964705882353,171.0
2008,IOWA,45.9625,7.756944444444445,43.80297752808989,171.0
2009,IOWA,46.83831775700934,8.24350986500519,40.62422222222222,181.0
2010,IOWA,48.15188679245284,8.973270440251579,44.73395480225989,165.0
2011,IOWA,48.33304347826087,9.07391304347826,32.00023952095808,172.0
2012,IOWA,52.07435897435897,11.152421652421651,26.242067039106143,137.0
2013,IOWA,46.76261682242991,8.20145379023884,35.14338888888889,164.0
2014,IOWA,45.53627450980392,7.520152505446621,39.344829545454544,178.0
2015,IOWA,49.38198198198198,9.656656656656656,43.487929292929294,192.0
2016,IOWA,50.858878504672894,10.477154724818275,39.1320320855615,203.0
2017,IOWA,50.11376146788991,10.063200815494392,33.57340425531915,202.0
2018,IOWA,47.54622641509434,8.636792452830187,46.56344444444444,196.0
2019,IOWA,46.87115384615385,8.26175213675214,43.67963541666666,198.0
2020,IOWA,49.10267857142857,9.501488095238095,31.35445945945946,177.0
2021,IOWA,50.1252427184466,10.069579288025889,31.7972972972973,204.0
2022,IOWA,47.53084112149533,8.628245067497405,29.1652422907489,200.0
2023,IOWA,50.46595744680851,10.25886524822695,27.38061904761905,201.0
2024,IOWA,51.61875,10.899305555555555,38.45455,211.0
2000,KANSAS,55.34019607843137,12.966775599128539,26.33045283018868,130.0
2001,KANSAS,55.90659340659341,13.281440781440782,29.690272373540854,127.0
2002,KANSAS,55.013461538461534,12.785256410256409,24.248916967509025,116.0
2003,KANSAS,54.90366972477064,12.72426095820591,27.073804347826087,120.0
2004,KANSAS,54.952336448598125,12.751298026998958,32.775416666666665,150.0
2005,KANSAS,55.68932038834952,13.16073354908307,31.93940298507463,135.0
2006,KANSAS,56.5515873015873,13.639770723104053,26.181027397260277,115.0
2007,KANSAS,54.986607142857146,12.770337301587302,35.84789968652038,138.0
2008,KANSAS,53.26083333333334,11.811574074074077,36.37919308357349,133.0
2009,KANSAS,53.35258620689655,11.862547892720304,33.525028248587574,155.0
2010,KANSAS,55.04566929133858,12.80314960629921,29.397610837438425,124.0
2011,KANSAS,55.082835820895525,12.823797678275291,25.052823529411768,107.0
2012,KANSAS,58.202173913043474,14.556763285024154,20.5126368159204,95.0
2013,KANSAS,53.57898550724637,11.98832528180354,30.81088888888889,126.0
2014,KANSAS,53.45806451612904,11.921146953405023,26.535714285714285,149.0
2015,KANSAS,56.12380952380953,13.402116402116404,33.753349753694586,148.0
2016,KANSAS,57.06796875,13.926649305555555,33.56291866028708,142.0
2017,KANSAS,56.383050847457625,13.54613935969868,30.989833333333333,132.0
2018,KANSAS,54.47890625,12.48828125,34.08176328502415,129.0
2019,KANSAS,53.84918032786886,12.138433515482697,39.53507246376812,133.0
2020,KANSAS,55.57606837606837,13.097815764482428,27.90476821192053,134.0
2021,KANSAS,56.14710743801653,13.415059687786963,30.05350678733032,139.0
2022,KANSAS,55.13504273504274,12.852801519468187,23.96304651162791,115.0
2023,KANSAS,56.533620689655166,13.629789272030647,27.116519721577724,119.0
2024,KANSAS,57.6,14.222222222222221,30.11918918918919,129.0
2000,KENTUCKY,55.87954545454545,13.266414141414138,44.52837398373983,130.0
2001,KENTUCKY,57.04634146341464,13.914634146341468,45.04765765765766,142.0
2002,KENTUCKY,57.422222222222224,14.123456790123457,52.611946902654864,104.0
2003,KENTUCKY,55.50697674418605,13.059431524547804,55.06653465346535,137.0
2004,KENTUCKY,56.80416666666667,13.780092592592593,55.4987,152.0
2005,KENTUCKY,57.10652173913044,13.948067632850247,40.40806451612903,132.0
2006,KENTUCKY,57.16122448979592,13.978458049886623,53.855825242718446,146.0
2007,KENTUCKY,58.13695652173914,14.520531400966187,42.79660550458716,128.0
2008,KENTUCKY,55.48793103448276,13.048850574712645,47.92542056074767,136.0
2009,KENTUCKY,55.50862068965517,13.060344827586205,54.47564516129032,165.0
2010,KENTUCKY,56.11551724137931,13.39750957854406,43.26350746268657,124.0
2011,KENTUCKY,56.77719298245614,13.765107212475634,65.14076923076924,139.0
2012,KENTUCKY,58.23623188405797,14.575684380032207,43.53293103448276,68.0
2013,KENTUCKY,55.02205882352941,12.790032679738564,55.88141732283464,170.0
2014,KENTUCKY,54.53846153846154,12.521367521367523,47.76694214876033,158.0
2015,KENTUCKY,56.7536231884058,13.752012882447666,59.656666666666666,172.0
2016,KENTUCKY,57.997014925373136,14.442786069651744,49.86018018018017,159.0
2017,KENTUCKY,57.9203125,14.40017361111111,51.20735042735043,178.0
2018,KENTUCKY,57.127272727272725,13.959595959595958,65.3245871559633,175.0
2019,KENTUCKY,57.58787878787879,14.215488215488218,61.3636220472441,169.0
2020,KENTUCKY,57.2375,14.020833333333332,56.476268656716414,184.0
2021,KENTUCKY,57.21186440677966,14.006591337099811,53.60271186440678,192.0
2022,KENTUCKY,56.34827586206896,13.526819923371644,48.97338842975206,156.0
2023,KENTUCKY,58.08070175438596,14.489278752436645,45.079489051094896,187.0
2024,KENTUCKY,58.7875,14.881944444444445,53.13024,178.0
2000,LOUISIANA,67.42238805970149,19.67910447761194,47.87524691358025,116.0
2001,LOUISIANA,66.77058823529411,19.316993464052285,68.3964534883721,148.0
2002,LOUISIANA,66.81746031746032,19.343033509700174,65.28204819277109,121.0
2003,LOUISIANA,66.31159420289855,19.061996779388082,53.03108974358975,134.0
2004,LOUISIANA,67.41617647058824,19.675653594771248,71.94588957055215,135.0
2005,LOUISIANA,67.63404255319149,19.796690307328603,48.97021978021978,136.0
2006,LOUISIANA,67.60422535211266,19.780125195618147,55.52101351351352,140.0
2007,LOUISIANA,67.18727272727273,19.548484848484847,51.6695652173913,163.0
2008,LOUISIANA,66.40322580645162,19.112903225806452,56.737810218978105,144.0
2009,LOUISIANA,66.98032786885246,19.433515482695807,65.24702127659575,132.0
2010,LOUISIANA,66.41944444444444,19.121913580246908,42.5976,140.0
2011,LOUISIANA,67.9731343283582,19.985074626865664,43.48093023255814,135.0
2012,LOUISIANA,68.90447761194031,20.50248756218906,63.623970588235295,173.0
2013,LOUISIANA,66.38153846153847,19.100854700854704,62.08568345323741,173.0
2014,LOUISIANA,65.1774193548387,18.43189964157706,58.3463779527559,183.0
2015,LOUISIANA,68.12413793103448,20.06896551724138,68.95852173913043,171.0
2016,LOUISIANA,68.82456140350877,20.458089668615983,71.33939655172415,165.0
2017,LOUISIANA,68.90677966101696,20.503766478342754,66.80254237288135,184.0
2018,LOUISIANA,68.18163265306123,20.10090702947846,67.34342105263157,173.0
2019,LOUISIANA,68.0537037037037,20.029835390946502,63.597058823529416,165.0
2020,LOUISIANA,68.27250000000001,20.151388888888892,68.97945945945946,181.0
2021,LOUISIANA,67.80232558139535,19.89018087855297,70.06871794871796,183.0
2022,LOUISIANA,67.54042553191489,19.744680851063826,56.40626865671641,170.0
